Id;Sequence;Sequence;Sequence;Sequence;Sequence;Sequence;Sequence;Sequence;Sequence;Sequence;Sequence
937;2;1;2;14;1;1;14;13;1;86;1
938;1;32;992;30752;953312;29552672;916132832;28400117792;880404000000;27292500000000;846068000000000
939;1;2;0;0;2;0;0;0;0;2;0
945;1;0;1;1;2;1;1;7;6;1;1
948;1;1;1;1;1;1;1;1;29;29;249
949;728;10530;10530;111648;317138;111648;1049566;6780455;6780455;1049566;8749285
951;1;-1;1;-1;1;-1;1;-1;1;-1;1
954;1;1;3;9;32;112;419;1556;5966;22800;88624
956;1;2;16;4;4;5;34;1;7;8;52
958;2;4;5;6;9;10;12;16;23;27;29
959;1;0;2;0;4;2;8;4;10;6;16
962;1;2;6;23;89;232;437;747;1191;1806;2631
963;4;24;44;64;84;104;124;144;164;184;204
965;1;1;17;15649;0;0;0;0;0;0;0
966;0;1;3;2;5;4;6;7;15;14;12
968;1;3;4;6;8;9;11;13;15;17;18
970;4;3;7;14;19;22;25;28;33;39;44
971;1;4;9;12;33;36;73;76;97;100;265
972;1;1;2;5;12;26;49;83;129;187;257
973;3;12;25;42;63;88;117;150;187;228;273
975;0;1;2;3;4;5;6;10;11;12;15
976;1;2;6;16;43;120;340;972;2793;8050;23256
977;1;1;1;2;3;4;6;9;15;25;41
978;1;2;7;6;26;127;24;126;746;5167;120
979;1;4;13;38;104;272;688;1696;4096;9728;22784
980;2;3;4;5;5;8;7;6;6;8;5
981;2;3;5;6;7;9;11;12;13;14;15
982;9;1;0;9;7;7;2;2;2;8;6
983;1171240;1197630;2023140;3592890;4132590;4151910;4254250;4484760;5167050;5486110;7121590
984;1;2;6;24;120;720;4985;39440;351000;3470400;37738800
987;1;2;3;4;6;12;47;94;141;188;282
989;1;-2;0;4;-4;-4;12;-4;-20;28;12
990;0;1;2;6;18;45;102;213;426;821;1538
992;1;3;2;5;4;7;6;11;8;9;10
995;1;1;4;56;631;15457;582374;18589286;894499204;51154344582;3823360000000
996;1;2;8;1849;22912;40328;646912;3607298;6323422;7520900;8962893
997;1;1;0;1;1;0;1;2;1;1;1
999;1;1;7;85;847;8989;93415;977509;10205503;106628845;1113800023
1003;1;2;3;10;9;8;7;6;5;4;17
1007;13;20;31;48;74;114;175;268;410;626;954
1008;1;1;1;2;4;2;5;34;34;5;15
1012;24754;87119;4969133;305194632;25951449861;0;0;0;0;0;0
1015;4;2;6;27;1;1;63;6;2;112;12
1016;31;43;67;103;151;211;283;367;463;571;691
1022;15;20;51;56;87;95;125;128;159;164;195
1023;2;3;5;8;10;14;17;21;26;30;36
1025;1;1;1;1;2;1;1;3;4;1;1
1028;1;2;3;4;12;13;14;16;17;19;21
1032;8;0;5;6;8;7;7;2;8;1;6
1036;2;13;41;269;2153;3181;4409;9293;11321;21433;27689
1037;0;0;0;0;2;5;10;19;30;45;65
1038;1;39;779;10621;111149;951899;6946342;44406362;253761833;1316306927;6272724030
1042;0;0;1;2;8;21;78;247;950;3421;13872
1043;0;2;12;86;780;8462;106092;1507046;23905740;418581662;8014481772
1050;11;113;11777;1133333;1199999;113333333;11777777777;1111110000000000000;11111100000000000000000;1177780000000000000000000;113333000000000000000000000
1052;1;3;13;76;427;2427;13871;79729;460473;2670394;15540822
1053;2;5;14;57;284;1705;11934;95473;859256;8592561;94518170
1054;1;2;3;4;4;6;7;6;9;8;7
1055;12;215;1901;11071;48701;175410;543050;1493647;3734127;8629470;18668476
1056;205;301;455;1015;1025;1085;1435;1505;2107;2255;2275
1058;1;4;9;12;18;20;25;28;32;44;45
1061;0;12;116;487;1438;3472;7342;14119;25268;42732;69024
1062;1;2;3;4;6;8;10;12;16;20;21
1064;0;0;1;3;6;11;30;126;519;1836;5877
1065;1;1;-1;-1;1;-2;-4;1;-3;-9;1
1066;1;1;2;2;3;3;5;5;7;8;10
1068;0;1;2;4;5;8;10;16;20;21;32
1069;1;616;9573;230726;4507281;91513161;1858438456;37821111242;770580000000;15693400000000;319527000000000
1070;1;2;3;4;5;7;8;9;11;13;16
1071;1;4;6;24;30;24;42;96;54;120;110
1072;3;131;167;227;311;419;479;503;719;839;887
1073;1;28;756;20412;551124;14880348;401769396;10847773692;292890000000;7908030000000;213517000000000
1074;5;53;59;67;137;179;211;223;239;263;359
1075;1;2;4;6;8;9;10;12;14;16;17
1076;248877000000000;1013960000000000;1093160000000000;101976000000000000;16700000000000000;0;0;0;0;0;0
1077;1;3;11;43;187;857;4144;20812;0;0;0
1078;1;1;1;2;3;1;8;10;5;1;42
1079;1;8;27;27;8;27;27;8;27;27;27
1080;2;1;3;20;756;178200;0;0;0;0;0
1082;3;7;22;7;18;22;30;68;68;313;313
1083;0;1;1;256;6561;390625;16777216;815730721;37822859361;1785790000000;83733900000000
1086;1;1;1;1;2;2;4;5;11;19;40
1091;0;1;0;1;1;1;2;1;1;4;3
1098;1111;2222;3333;4444;5555;6666;7777;8888;9999;10101010;11111111
1100;5;9;0;8;1;7;9;5;0;3;0
1101;1;1;2;5;16;63;313;2014;16724;0;0
1102;1;1;1;1;2;1;3;1;4;2;-1
1103;1;4;22;124;706;4036;23110;132412;758866;4349572;24931318
1105;1;11;13;19;22;30;36;39;50;62;77
1107;37;3268;158648;6449353;280040904;11931365309;0;0;0;0;0
1109;1;4;10;19;32;51;74;101;130;164;203
1110;2047;4017157;7308428597;12588100000000;21067300000000000;0;0;0;0;0;0
1113;0;1;2;7;6;31;18;127;170;511;186
1114;4;3;4;5;3;3;4;5;4;3;4
1115;1;1;4;6;4;15;88;220;304;250;120
1116;1;3;5;11;13;19;21;29;33;37;41
1117;1;2;8;11;6;10;9;3;7;5;4
1120;0;0;6;144;600;1992;4592;15616;31788;74840;122210
1124;0;1;3;6;10;15;21;28;36;45;46
1125;1;-2;2;-6;14;-26;50;-102;214;-426;834
1126;1;4;13;26;49;78;121;188;264;370;498
1127;0;1;4;9;16;25;36;49;64;81;121
1128;15;19;21;23;25;27;29;31;33;35;37
1129;557544;729677481;949250000000;931767000000000;726873000000000000;471366000000000000000;262106000000000000000000;127751000000000000000000000;55480400000000000000000000000;0;0
1131;1;0;1;3;0;1;0;12;0;1;5
1136;1;2;3;2;0;4;9;4;0;3;6
1138;2;0;25;50;65;94;90;110;155;126;191
1139;7681;15361;23041;61441;84481;115201;138241;161281;176641;299521;384001
1141;341;369;461;494;506;509;545;549;581;641;654
1144;2;1;0;0;1;0;1;0;4;6;4
1146;1;1;-1;-3;9;17;-145;21;2961;-9119;-58273
1147;1;2;5;17;61;226;841;3137;11705;43682;163021
1149;1;-1;-77;239;30877;-160801;-30468977;222359759;56025500377;-525751000000;-165533000000000
1150;1;1;1;1;15;93;53097;3014907;2295032545;46868723367;0
1151;1;2;3;4;5;6;7;14;15;21;22
1152;0;2;12;80;720;9152;165312;4244480;154732800;8005686272;587435000000
1154;1;6;42;288;1980;13608;93528;642816;4418064;30365280;208700064
1155;0;406;120;528;105;136;1;300;435;378;171
1157;0;413;2874480;20006380387;139244000000000;969141000000000000;6745220000000000000000;46946700000000000000000000;326749000000000000000000000000;0;0
1159;0;1;-1;5;-18;121;-792;7069;-67088;763057;-9443584
1160;0;0;0;1;0;1;0;2;2;1;0
1162;1;1;3;7;21;65;205;713;2399;8807;31423
1163;2;2;20;8;152;38;140;38;8;278;818
1164;62;126;190;254;318;382;446;503;510;574;638
1166;1;1;2;4;11;29;97;300;1077;3634;13653
1168;1;0;0;1;0;0;0;0;0;-1;0
1169;1;4;80;4480;462080;77248000;18902835200;6385350000000;2843290000000000;1614580000000000000;1138480000000000000000
1171;0;0;3;5;7;11;13;17;30;36;46
1172;1;1;9;33;81;609;23953;643873;12050113;545308145;74642042017
1173;1;1;2;4;22;77;223;2303;27439;74099;1868341
1176;2;6;100;9261000;103306896;16274400000000000;98925500000000000000000000;8078020000000000000000000000000000000000000000000;20381500000000000000000000000000000000000000;0;0
1179;1;1;3;7;24;67;245;758;2844;9351;35637
1181;1;2;5;6;7;10;11;12;25;26;27
1182;4;12;20;28;36;44;52;60;68;76;84
1183;3;8;10;16;18;20;30;42;72;84;90
1185;1;0;1;1;3;6;17;40;117;314;912
1186;1;0;1;1;0;1;1;1;1;1;1
1187;1;36;1260;44100;1543500;54022500;1890787500;66177562500;2316210000000;81067500000000;2837360000000000
1189;1;0;1;2;4;10;23;56;138;344;870
1192;1;0;1;1;0;2;0;0;0;1;1
1195;1;1;1;3;9;42;232;1528;11611;99851;958562
1197;1;2;9;14;189;204;230;320;680;765;1080
1199;1;1;5;27;157;957;6025;38847;255161;1701297;11485549
1203;5;15;30;51;83;0;0;0;0;0;0
1207;17;27;33;52;73;82;83;103;107;137;153
1208;8;1;5;4;6;4;8;7;6;7;8
1210;1;5;7;9;17;15;21;21;25;35;29
1211;1;5;30;25;25;205;575;950;375;125;1555
1212;1;2;3;4;5;6;7;8;9;48;247
1214;-19;-18;-17;-16;-15;-14;-13;-12;-11;-10;-9
1215;45585;62213;86575;127689;247879;520289;1219455;3727073;11454631;35847321;132023695
1217;2;7;11;31;47;139;263;769;20551;21491;0
1218;1;2;3;6;11;22;44;86;169;332;652
1219;1;2;7;3;4;4;11;12;12;12;12
1220;1;1;1;2;1;1;1;3;2;3;1
1222;1;1;1;1;1;1;1;1;2;1;1
1223;2;-12;22;6888;-422998;-19858212;10668149182;-1244670000000;-393681000000000;254551000000000000;-30031200000000000000
1224;29;92;129;192;209;219;239;249;259;269;279
1226;3;12;24;31;33;35;36;37;39;41;48
1229;1;58;877;8030;56285;335162;1792749;8904486;41949645;190129090;837258109
1231;0;7;6;6;3;5;5;4;5;1;1
1232;0;1;0;2;0;1;0;0;0;1;0
1234;3;5;8;1115;141185;170938;200692;230447;260202;289956;319711
1235;2;5;7;13;19;23;31;37;43;47;53
1236;1;2;6;36;270;2520;28560;361200;5481000;88565400;1654052400
1238;1;3;2;9;7;6;5;27;4;21;13
1241;5;55;1430;4862;1463;1193010;1015;9414328;18278;749398;370577311
1244;3;4;3;4;3;7;3;5;4;6;9
1250;1;-5;-8;7;31;10;-83;-113;136;475;67
1251;1;2;2;3;5;7;10;15;23;34;50
1252;244140625;281475000000000;150095000000000000;9065740000000000000;191581000000000000000;2176780000000000000000;16409700000000000000000;92420100000000000000000;418596000000000000000000;1601030000000000000000000;0
1253;0;2;4;7;9;12;14;16;19;21;24
1257;3;19;31;101;139;167;1097;43151;60703;90499;0
1258;389;401;479;359;701;449;1979;8573;6143;13151;5573
1259;9;3;2;5;1;5;0;8;6;1;3
1260;1;39;1482;56316;2140008;81320304;3090171552;117427000000;4462210000000;169564000000000;6443430000000000
1262;1;0;1;1;9;41;258;1809;14575;131660;1320264
1263;2;3;5;8;9;12;15;18;20;24;27
1265;11;19;29;31;37;41;43;59;61;67;71
1270;101;107;149;173;179;251;389;521;701;1097;1601
1272;16;49;212;685;22132;67081;290456;938449;30320824;91900921;397924508
1274;4;15;93;668;5172;42042;353701;3036643;27045226;239093865;2158090933
1275;7;17;317;6317;26317;2126317;102126317;9102126317;89102126317;3789100000000;203789000000000
1276;11;67;179;347;571;1187;1579;2027;2531;5107;9587
1278;1;3;8;19;43;85;171;315;580;1022;1766
1279;5;1667;7517;34853363;116755000000;20537111057;373;0;0;0;0
1280;0;0;0;0;0;0;0;0;0;0;0
1282;0;1;-1;0;-6;35;-195;1358;-10892;98037;-980325
1283;2;5;17;83;991;235369;0;0;0;0;0
1288;69;4761;193260;7766709;317286068;12984008418;532255000000;21835400000000;896199000000000;36788900000000000;1510310000000000000
1289;1;4;11;23;44;67;95;134;168;215;271
1290;1;12;110;945;8092;70756;638423;5971350;57996774;585092607;6128147610
1291;2;1;0;1;0;1;0;1;0;1;0
1292;17;20;70;71;73;77;82;83;88;92;97
1294;1;-1;2;2;0;0;0;-2;3;3;1
1295;23;19;173;14093;145;137;131;127;124;121;119
1300;30;8;1;1;2;2;1;19;2;1;2
1301;1;2;11;106;1899;64973;4349876;549052024;133444000000;62140800000000;0
1302;1;3;12;48;192;768;3072;12288;49152;196608;786432
1303;1;1;-1;1;1;-1;-1;1;1;1;1
1307;1;9;33;117;429;1577;5785;21217;77825;285473;1047145
1309;0;1;3;4;2;5;11;7;6;11;16
1310;7;1;9;4;2;1;2;9;6;3;2
1315;123;135;201;363;987;1485;1545;1593;1713;1947;2211
1316;5;20;32;41;124;133;140;160;189;224;257
1317;2;6;19;59;181;541;1583;4455;12213;32113;82631
1319;0;0;0;-1;-1;-1;-1;-1;-1;-1;-2
1321;10;20;30;36;48;60;68;78;84;96;114
1322;96;15052;2440104;399447742;65501464340;10739400000000;1761290000000000;288825000000000000;47365700000000000000;7767480000000000000000;1273810000000000000000000
1323;2;3;8;11;14;16;28;32;39;66;68
1325;1;6;4;14;12;7;25;23;18;10;39
1327;3;25;200;1602;12819;102553;820424;6563394;52507155;420057241;3360457928
1328;1;5;47;319;1879;20417;263111;52279;1768477;33464927;166770367
1329;1;34;1122;37026;1221858;40321314;1330603362;43909910946;1449030000000;47817900000000;1577990000000000
1331;1;2;2;5;14;65;376;2613;20761;184756;1816330
1332;1;2;1;7;0;5;19;2;23;87;0
1333;5;13;17;113;97;193;257;769;11777;13313;59393
1334;1;1;2;3;6;9;16;26;44;73;116
1335;1;1;1;2;3;8;15;1;105;192;945
1337;0;1;0;2;1;0;3;4;1;0;4
1339;1;2;3;4;8;9;15;21;33;39;51
1340;1;3;2;6;6;2;14;24;12;50;66
1343;1;7;28;114;457;1831;7324;29298;117193;468775;1875100
1349;1;1;1;1;10;1;35;1;91;1;210
1352;1;2;5;3;25;65;4;125;325;1105;6
1354;1;2;4;8;16;32;64;128;256;511;1013
1355;1;20;1680;369600;168168000;137225000000;182499000000000;369334000000000000;1080110000000000000000;0;0
1359;1;1;1;2;6;2;4;27;27;4;7
1360;202;128052;243381128;155585000000;42611900000000;0;0;0;0;0;0
1361;2;7;6977;25247;35803;96017;132547;155003;347317;741683;765613
1362;1;50;2450;120050;5882450;288240050;14123762450;692064000000;33911200000000;1661650000000000;81420700000000000
1364;16;47;150;494;1652;5572;18888;64216;218704;745616;2543520
1365;1;37;83;139;205;281;367;463;569;685;811
1366;0;1;1;0;1;0;1;1;1;0;1
1367;0;1;3;2;7;8;6;4;5;18;17
1368;1;4;14;46;144;436;1287;3724;10603;29788;82748
1369;1;2;5;3;2;167;1;1;99;7;10
1370;1;2;2;4;4;8;10;12;14;20;24
1372;1;2;6;65;673;342;2919;129991;1590511;301695657;1412987847
1373;992;13168;180236;2735260;41834260;664848772;10590791696;171342000000;2773790000000;45188800000000;736290000000000
1374;7;35;244;1693;12324;89908;667600;5002165;37777626;286971238;2190689600
1375;1;64;65;4096;4097;4160;4161;262144;262145;262208;262209
1377;1;2;4;8;14;24;40;64;98;148;218
1380;2;22;202;212;222;232;242;252;262;272;282
1381;4;39;51;52;71;6920;613377;613381;613405;613433;613437
1383;1;2;3;6;7;14;21;42;43;86;129
1385;1;15;1;330;30;1;8415;885;45;1;232254
1388;1;1;5;51;807;17445;479565;16019955;630301455;28552506885;1463740000000
1390;1;-1;0;7;-24;-61;1200;-4493;-48384;781319;-1804800
1394;1;2;4;29;58;116;0;0;0;0;0
1395;1;32;1393;336465;207388305;0;0;0;0;0;0
1397;2;3;4;5;3;7;4;9;5;11;4
1398;1;1;2;5;13;42;150;576;2266;9966;47466
1401;2;6;18;40;108;224;480;1296;2688;5632;11520
1402;2;7;17;29;59;79;239;157;211;293;347
1405;1;2;6;8;18;42;57;105;372;1344;1800
1410;3;45;6579;10763361;169458000000;25015800000000000;0;0;0;0;0
1411;1;1;1;1;1;1;2;1;2;1;2
1414;73;191;1489;1607;2551;3023;3259;3613;3967;4793;5147
1419;1;2;4;8;18;56;206;866;3662;16304;77448
1420;1;5;2;15;8;3;34;21;11;4;65
1423;1;2;3;7;14;23;32;45;153;167;352
1424;0;0;1;0;6;9;5;1;8;7;1
1428;1;1;7;22;385;490;1255;3010;3718;12310;17977
1429;1;1;1;2;5;11;23;51;120;286;681
1430;1;5;25;125;630;3206;16470;85350;445775;2344595;12408903
1432;3;9;1;27;6;3;81;27;27;2;243
1434;2;7;15;27;45;69;99;135;177;229;289
1436;1;3;9;11;33;41;99;101;123;251;271
1439;1;10;91;136;946;1711;1891;5671;8911;10585;11026
1441;1;113;321;11313;32113;1131313;3211313;113131313;321131313;11313131313;32113131313
1443;2;4;10;15;24;0;0;0;0;0;0
1445;2;5;12;34;135;741;5068;40356;362925;3628855;39916866
1446;1;3;5;11;25;59;145;367;949;2495;6645
1450;90;368;1496;6056;24440;98408;395576;1588136;6370040;25532648;102288056
1452;1;2;6;2;5;4;10;4;2;14;12
1453;0;0;0;0;0;0;0;0;0;0;0
1455;1;1;3;8;25;83;275;979;3564;13189;49225
1458;1;36;1260;44100;1543500;54022500;1890787500;66177562500;2316210000000;81067500000000;2837360000000000
1462;1;-1;0;-1;0;0;-1;1;0;0;-1
1464;1;6;24;96;384;1536;6144;24576;98304;393216;1572864
1465;1;0;2;0;11;1;95;36;1099;982;15792
1466;3;5;13;19;23;59;61;71;79;83;101
1468;0;1;4;9;16;25;36;49;64;81;10
1470;1;2;31;692;32821;2182982;220761451;29587628072;5271220000000;1181870000000000;329171000000000000
1471;2;35;431;5183;62207;746495;8957951;107495423;1289945087;15479341055;185752000000
1472;1;1;-10;21;-16;165;-1664;2625;-34816;41895;-32768
1473;10;90;730;5930;47690;384090;3075610;24663210;197117210;1576845050;0
1474;1;2;3;4;6;12;18;24;25;30;31
1475;0;101101;1011010;1011101;10101101;10110100;10111010;101011010;101011101;101101000;101101101
1480;1;9;33;42;47;53;54;110;324;534;627
1481;1;2;1;2;5;6;1;2;1;2;1
1482;0;0;1;6;5;2;8;9;2;5;6
1483;3;5;5;5;12;10;10;10;10;10;21
1484;42;74;82;84;85;86;90;106;138;146;148
1485;482381877;160493000000;36453900000000;4957510000000000;438625000000000000;27330500000000000000;0;0;0;0;0
1488;1;6;27;114;350;879;1069;398;35;1;0
1492;3;35;3517;3517257;351726000000;3517260000000000000000;351726000000000000000000000000000000000000;351726000000000000000000000000000000000000000000000000000000000000000000000000000;0;0;0
1493;5;19;17;31;29;43;41;55;53;67;65
1494;7;8;7;8;7;8;7;8;7;8;7
1495;1;11;91;1001;11011;91091;999001;10989011;90909091;1000000001;11000000011
1496;2;2;4;4;16;4;64;16;64;16;1024
1500;0;0;4;9;0;25;8;49;15;14;21
1501;3;5;37;41;43;59;71;113;181;293;383
1504;4;11;14;16;19;21;23;31;37;40;42
1505;1;-2;-1;4;-3;0;7;-8;-3;14;-14
1506;1;1;1;2;4;4;7;1;1;8;7
1507;1;0;5;1;21;8;84;45;330;221;1287
1508;0;0;0;0;4;155;2326;29327;334720;3580023;36721672
1512;0;-1;1;-1;0;2;0;1;-2;2;0
1514;3686;4010;4631;4694;5730;6395;6467;6493;7221;7683;8222
1516;1;2;-2;0;6;-18;36;-54;54;0;-162
1517;1;1;0;-9;48;350;-11160;73010;2607360;-84724380;274118400
1518;3;13;83;673;6203;61613;642683;6940673;76930803;870136013;10002590883
1519;1;2;3;5;6;4;8;10;7;9;13
1520;1;2;3;0;9;5;9;4;1;7;3
1521;1;0;632;3328;18440;44032;139872;236032;589576;829440;1803600
1522;1;3;5;5;7;7;8;9;11;11;13
1525;0;0;1;20;125;650;3150;15625;78000;390625;1952500
1530;15;51;1155;1515;1551;5115;5151;5511;111555;115155;115515
1533;1;4;12;23;41;64;92;128;167;207;259
1534;1;3;6;8;13;15;18;20;23;25;30
1535;1;1;1;1;2;3;1;3;6;4;1
1536;0;1;1;3;4;4;7;14;21;29;52
1538;1;2;4;6;9;13;18;24;31;39;49
1542;0;1;0;1;0;1;0;3;0;6;0
1545;1;2;4;12;38;136;490;1852;7108;27880;110892
1548;3;5;8;21;55;66;87;99;104;105;110
1549;1;1;2;4;6;7;7;7;8;10;12
1552;1;2;3;4;5;6;7;8;9;0;11
1553;1;0;0;0;0;0;1;1;1;1;1
1554;1;1;11;12;113;125;1138;1263;11401;12664;114065
1556;1;1;1;1;1;1;17;21;573;1143;12133
1557;1;0;0;0;0;0;0;0;1;0;0
1558;1;1;1;2;1;1;8;7;3;1;15
1560;1;2;5;8;10;12;17;22;27;30;33
1562;3;29;263;2369;21323;191908;1727173;15544558;139901023;1259109208;11331982873
1568;4;12;77;112;143;195;209;220;299;420;425
1569;0;1;1;4;22;178;2278;46380;1578060;92765486;9676866173
1570;575;4393;871144;190754352;197499248;57736504;21758205;7427698;187077374;71170625;15332500000000
1571;1;1;3;11;47;239;1439;10079;80639;725759;7257599
1573;73;131;421;479;653;769;827;1117;1291;1523;1697
1575;9;18;25;36;50;72;100;144;200;288;289
1578;13;53;61;37;45;213;221;197;205;245;253
1579;29;71;113;173;229;281;349;409;463;541;601
1580;0;0;0;2;30;360;4200;50400;635040;8467200;119750400
1582;0;11;0;3001;30011;0;0;0;0;0;0
1583;1;1;2;6;24;120;720;5040;40320;362880;362880
1585;1;7;45;297;2002;13630;93177;638001;4371235;29956465;205313076
1588;8;7;6;5;4;3;2;1;11;8;166
1589;1;1;2;4;11;22;114;228;1436;7352;40345
1591;4;8;9;16;64;81;256;1024;3125;15625;0
1592;1;2;3;4;5;6;7;8;9;10;12
1593;1;-1;3;0;-3;7;33;-33;-7;15;294
1595;1;1;4;10;44;150;683;2629;12205;50241;236366
1597;1051;70;69;74;82;95;116;150;205;294;438
1600;503676;253372446;124517000000;61615900000000;30424600000000000;15033800000000000000;7426830000000000000000;3669250000000000000000000;1812750000000000000000000000;895574000000000000000000000000;0
1601;-1;-2;-2;-2;-2;-2;0;0;-2;-2;0
1602;1;2;1;1;3;2;1;4;3;1;1
1603;1;4;3;1;7;7;8;7;3;2;6
1604;2;2;-1;-3;2;1;-4;6;2;-1;5
1605;0;-1;0;-1;2;-2;4;0;3;0;8
1606;1;2;24;3456;9953280;859963000000;3120640000000000000;634153000000000000000000000;9278500000000000000000000000000000000;12218100000000000000000000000000000000000000000000;0
1607;1;5;28;293;3126;50432;823544;17396773;388013194;10184591630;285312000000
1608;0;1;2;3;4;5;6;8;9;10;13
1609;3;15;117;1216;15625;237168;4117715;79691776;1678822119;37500000000;855935000000
1611;1;1;1;1;1;-7;-47;-279;-1343;-5167;-8671
1612;42135623;98078569;96718753;76948073;69480731;31766797;76679737;24784621;70388503;64157273;22970249
1613;1;4;10;15;20;65;124;190;217;310;435
1617;0;1;47;2488;138799;7976456;467232200;27736348480;1662800000000;100442000000000;6103750000000000
1620;0;1;3;2;6;8;7;4;5;15;14
1623;0;0;1;-1;2;2;0;-2;-2;3;3
1625;1;8;22;104;91;560;636;1392;1485;5368;3218
1626;1;2;4;5;7;10;12;14;19;23;26
1629;0;362880;3628800;29937600;239500800;1945944000;16345929600;143027000000;0;0;0
1630;1;2;6;27;156;1373;17730;858977;1844075697;52991300000000;0
1634;2;2;2;2;3;3;3;3;3;4;4
1635;49;361;361;1600;8029;1600;9409;99856;99856;9409;47089
1636;1;5;10;11;14;15;20;23;24;28;29
1639;1;28;505;7500;100161;1254588;15084745;176531500;2028331921;23012251548;258784000000
1640;1;2;3;5;7;10;11;13;14;18;21
1641;5;2;3;4;5;6;7;8;9;10;11
1642;1;2;3;4;9;14;19;23;24;49;74
1644;1;15;210;2940;41160;576240;8067360;112943040;1581202560;22136835840;309916000000
1649;1;1;2;1;3;5;1;4;10;12;1
1651;29;67;349;1009;3389;4111;9281;19709;46691;132701;140659
1656;1;3;12;55;276;1470;8160;46692;273450;1631091;9874836
1658;14;7;4;3;2;2;2;1;1;1;1
1659;0;3;4;10;12;21;24;36;40;55;60
1660;445480319;445480331;445480361;445480391;445480421;445480439;0;0;0;0;0
1664;1;1;3;21;181;1815;20154;241665;3080331;41302128;578300961
1665;30;31;61;92;153;551;2357;5265;18152;114177;132329
1666;2;4;10;12;14;19;23;24;36;38;39
1667;1;1;3;1;3;1;9;3;31;9;301
1669;0;1;1;7;68;941;16657;360151;9197036;270900242;9041240104
1671;1;2;3;11;17;23;27;29;37;41;47
1673;0;1;1;1;1;1;1;1;1;1;0
1676;1;2;0;3;1;2;4;3;5;2;4
1679;0;1;6;34;190;1059;5908;33028;185076;1039525;5851626
1682;1;1;1;2;1;2;1;2;3;2;1
1683;1;5;20;80;320;1280;5120;20480;81920;327680;1310720
1689;4;2;6;4;7;3;8;7;2;8;0
1690;9;25;32;121;243;343;361;961;1331;1369;1681
1691;1;0;6;8;6;2;1;5;6;1;3
1693;1;9;251;2035;256103;28567;9822481;78708473;19148110939;19164113947;25523400000000
1694;8;108;2500;19208;292820;799708;4009008;7819260;24626008;99019340;147763360
1695;8;55;76;377;430;499;655;804;1827;5350;10805
1703;82599811;88301507;105492718;108645779;132834767;159924246;163853590;175820910;175820911;176316184;0
1704;1;25;300;2300;12650;53130;177100;480700;1081575;2042975;3268760
1706;4;124;1840;33484;545364;9128940;153043371;2556879780;42705555374;714333000000;11946200000000
