Id;Sequence;Sequence;Sequence;Sequence;Sequence
1991;3;5;17;29;31
1993;1;2;3;6;4
1994;1;1;2;2;2
1997;1;12;34;67;111
1999;1;1;1;2;2
2000;1;2;6;0;20
2006;1;1;11;21;131
2008;3;6;1;8;7
2011;1;3;5;8;12
2012;2;260;650;1928;5768
2013;1;1;2;2;6
2014;5;9;16;24;37
2017;1;2;6;24;120
2020;1;5;6;8;10
2021;15;39;567;2529;14337
2022;2;16;92;508;2788
2023;0;1;2;3;4
2024;1;1;1;2;4
2025;1;1;1;2;3
2028;2;90;425;490;605
2030;1;2;13;15;133
2032;4;6;4;15;72
2035;2;5;8;15;17
2036;4;6;24;133;0
2037;1;3;1;7;15
2040;6;5;35;35;55
2043;2;2;3;2;3
2044;2;14;50;182;458
2046;1;0;0;2;2
2047;0;1;0;1;4
2048;1;1;-15;57;13825
2055;1;27;648;16245;442890
2057;1;1;1;1;2
2059;1;2;3;5;9
2060;1;2;1;8;4
2063;1;3;33;387;4161
2065;1;13;29;209;463
2066;1;255;6560;65280;390624
2067;105;4349;159327;5451164;178904077
2070;6;36;102;279;741
2072;1;1;-2;12;-118
2074;1;3;5;6;8
2076;9;6;9;5;3
2077;5;8;16;28;56
2078;1;13;117;832;5109
2080;0;0;0;0;1
2081;1;0;-2;-1;0
2083;13;28;50;80;119
2086;2;3;4;5;6
2089;7;29;57;227;455
2093;12;18;20;24;30
2095;6;36;396;30096;4093056
2096;10;10;-10;10;10
2097;1;1;1;1;2
2102;2;3;5;11;13
2103;1;2;2;3;3
2105;0;453060;906120;1359180;1812240
2108;1;3;10;36;133
2111;2;7;2;1;7
2113;2;16;512;37976;7767740
2116;0;1;4;4;12
2117;0;1;25;25;1
2121;1;4;6;13;16
2123;1;2;12;18;20
2124;1;72;2628;64824;1215450
2127;1;68;31212;50966304;2,17644E+11
2131;1;1;2;8;36
2132;2;7;11;13;29
2133;1;0;-12;-480;-22512
2136;1,11111E+69;1000110;2121;1012;240
2137;1;2;8;9;40
2138;20183;20963;14011;26759;7433
2139;1;3;10;14;32
2143;1;2;2;4;4
2144;1;2;4;9;20
2146;1;1;4;5;4
2148;1;3;26;898;128826
2149;715;629860;23658861;2280287753;3,40596E+11
2150;13;31;13;61;43
2153;54;2916;63575;1286120;22015314
2155;2;5;9;15;25
2157;1;1;2;5;13
2160;1;6;5;4;3
2161;0;1;1;1;1
2162;1;2;13;62;313
2163;5;3;1;0;9
2164;1;16320;534790080;2,34174E+11;1,7524E+13
2165;271;281;10853;10903;10939
2168;1;2;3;11;19
2169;1;3;4;8;14
2171;1;-6;30;-156;798
2174;1;0;0;3;0
2176;1;1;1;4;1
2177;0;1;2;7;9
2178;1;3;66;14630;1446495
2179;1;2;4;7;8
2180;1;22;32;42;58
2182;1;6;51;451;4131
2184;3;9;51;297;1731
2191;1;2;3;4;5
2192;1;2;4;5;10
2198;284;1413;2113;3266;4943
2199;5;11;29;59;71
2201;5043;5051;5059;5087;5091
2203;1;0;0;1;1
2204;2;0;0;0;0
2207;5;11;101;821;1481
2208;11;17;23;41;53
2211;2;6;10;16;18
2214;1;7;19;37;61
2215;7;11;13;17;21
2217;1;50;4264;474208;61159218
2220;1;2;3;5;6
2221;1;1;1;1;1
2224;1;1;2;4;10
2225;1;-2;-1;-2;-1
2227;-1;2;2;2;3
2228;4;7;3;8;6
2229;1;1;1;1;4
2230;1;2;4;5;8
2231;1;4;22;238;5827
2233;2;2;2;2;2
2234;1;6;-463;-19340;-259743
2235;0;2;12;72;480
2237;5;8;9;17;21
2239;1;2;3;2;2
2241;1;9;32;8;49
2242;2;3;56;43265712;2,1929E+26
2244;7;63;511;4095;32753
2246;5;7;11;139;11
2250;0;1;11;111;1111
2251;5109075;313250283;19192412328;1,11416E+12;4,06381E+13
2252;1;1;1;1;1
2255;0;1;3;6;9
2256;0;0;35;0;3767
2257;1;0;3;1;6
2259;1;35;861;18424;367290
2260;1;1;2;3;11
2265;17;48;72;122;305
2266;6;204;6552;209712;6710880
2268;728;93184;1592136;11927552;56875000
2269;0;2;3;6;9
2270;1;-1;1;-1;1
2271;0;0;1;4;3
2272;1;1;1;1;1
2276;1;2;3;2;1
2277;1;3;6;1;3
2278;1;1;1;1;1
2280;1;1;0;1;1
2283;3;7;13;31;37
2290;1;1;3;17;151
2292;2;6;32;294;4640
2293;3;7;11;23;31
2295;2;5;8;17;23
2296;4;8;12;15;16
2298;2;-44;2166;-196888;28730410
2300;1;3;5;8;15
2303;3;7;13;19;23
2305;1;1;1;2;2
2306;1;1;1;2;3
2309;1;2;2;2;4
2310;2;13;86;574;3848
2311;8;448;32384;3275008;456633344
2312;1;2;2;8;12
2313;2;3;5;6;8
2316;0;0;61;61;6861
2318;16;48;80;81;112
2319;1;1;2;3;5
2321;3;5;7;9;15
2323;1;1;2;3;3
2324;5;7;13;19;37
2325;1;5;17;110;394
2328;1;5;26;680;462402
2329;8;17;24;35;40
2331;8;14;25;45;81
2332;0;1;-2;1;0
2333;120;140;174;270;280
2334;24;300;30222192;4838419019;0
2336;29;47;89;101;107
2337;2;4;4;7;16
2340;1;31;930;27900;837000
2341;2;3;4;5;6
2345;2;7;24;83;292
2348;1;2;15;630;198450
2349;1;3;7;10;17
2354;0;0;0;0;0
2356;1;1;2;12;35
2357;1;2;5;8;17
2358;0;0;0;0;0
2360;511;242461;105683341;43843180113;1,77925E+13
2361;1,11111E+29;11110;1010;132;110
2362;2;6;50;12;36
2366;81;4836;695725;234138348;2,07765E+11
2368;2;3;5;8;13
2369;8;12;28;38;48
2370;1;18;198;1680;12060
2375;1;0;3;22;192
2378;1;2;14;200;3536
2379;1;1;2;3;7
2380;1;1;2;3;5
2385;7;10;11;13;14
2387;1332;1333;1334;1335;1336
2388;4;6;8;9;121
2392;3;6;6;12;28
2395;1;2;8;33;146
2396;1;2;3;6;7
2397;20;30;45;68;102
2398;1;-1;1;-2;-1
2399;2;3;11;15;23
2403;1;-1;-1;0;-1
2406;5;6;8;7;8
2407;1;1;1;1;2
2408;2;3;5;9;17
2411;1;8;216;576;108000
2412;2;3;3;2;4
2413;1;2048;700416;96376832;7172939776
2414;1;5;23;167;1473
2418;1;5;25;95;125
2419;2;2;2;6;12
2420;0;-1;2;1;3
2421;1;7;7;22;7
2423;1;46;8910;12141516;1820212224
2424;1;5;165;489125;38147070625
2425;1;1;1;1;2
2435;1;2;3;124;158
2437;3;5;6;2;3
2438;1;4;5;10;14
2440;3;23;161;1130;7912
2441;1;13;61;172;373
2442;25;-33;-285;325;349
2443;1;2;2;2;6
2444;978;1497;1587;1677;1767
2446;1;9;39;45;49
2447;450;1400;3500;7560;14700
2449;2;5;10;13;29
2450;-1;4;92;784;-3856
2451;15;39;46;51;57
2452;1;7;33;124;397
2455;2187;62748517;3404825447;42618442977;2,71819E+11
2457;0;6;10;11;102
2459;0;-1;2;3;6
2460;1;2;3;5;8
2461;4;5;5;12;13
2463;1;3;30;810004;3,48687E+29
2464;0;1;0;-1;2
2467;9;65;481;511;1417
2474;9;1;3;5;4
2479;1;126;1001;3876;10626
2485;0;1;1;6;1
2488;1;4;8;9;27
2490;43;199;251;563;719
2494;3;7;13;19;307
2495;0;294;3800;137804;1615706
2497;4;6;7;10;12
2498;17;71;79;97;107
2504;0;1;1;1;1
2506;1;1;0;0;1
2507;2;3;29;41;71
2510;2;2;2;4;2
2514;0;0;3;0;3
2517;27;55;577;1209;65863
2518;7;51;423;3334;25647
2520;1;1;-1;-2;2
2521;9;90;9;92;90
2525;710100;710101;1129019;3204765;3204766
2527;1;2;6;7;8
2528;64;72;81;100;108
2530;2;3;5;7;11
2533;12;13;15;17;20
2534;1;1;1;1;2
2535;2;3;5;7;11
2536;1;6;42;182;693
2540;1;0;-1;-2;0
2542;5;7;10;13;14
2547;7;19;43;61;79
2551;1;2;3;5;8
2552;21;103;2361;42938;696879
2553;0;0;0;0;0
2555;1;2;4;16;128
2556;1;1021;1201;2011;7687
2557;1;1442;109441;14388224;1572414124
2562;1;11;10;12;16
2565;1;47;2162;99452;4574792
2567;1;10;101;10201;10211201
2569;729;46656;534352;3094127;13275381
2570;2;2;2;5;5
2571;0;3588;174627960;8,49914E+12;4,13653E+17
2576;6;10;44;49;60
2577;127;488;103825;157466;164971
2578;2;5;47;107;71999
2579;1;2;4;8;12
2582;8;15;22;29;34
2583;2;2;6;2;6
2584;0;0;1;2;2
2586;2;12;30;56;84
2587;1;4;13;31;61
2588;1;3;6;9;11
2589;0;2;4;6;8
2591;28;784;4000;19041;75557
2594;2;4;4;16;12
2597;1;2;16;186;2822
2600;0;0;0;0;0
2601;3058681397;9366074429;4297660373;9518560871;3089343571
2603;15683;31397;43801;44293;89689
2604;1;3;4;7;6
2606;0;2;0;2;0
2607;0;1;3;6;10
2610;1;4;6;9;10
2614;1;0;2;1;2
2615;1;0;1;0;1
2616;1;-20;190;-1160;5245
2618;1023456798;1023456897;1023456978;1023456987;1023457698
2624;2;5;24;1430;2440325272
2627;0;3;3;2;0
2629;1;288;189648;16845696;397610064
2633;1;2;6;18;62
2635;1;2;3;4;5
2637;6;20;34;48;62
2638;0;1;1;0;1
2639;1;17;471;9047;167614
2640;7;19;37;61;79
2648;22;16;71;148;86
2651;2185738;164935;125525;122508;128620
2655;1;1;2;4;4
2656;0;9;45;126;270
2659;1;1;53;195;22999
2660;1;2;5;8;14
2661;2;6;19;61;196
2662;1;2;6;8;10
2667;3361;11296321;28848306206;7,27307E+13;1,84157E+17
2668;0;1;5;38;422
2669;1;10;88;736;6016
2674;0;0;0;0;0
2675;0;0;0;0;2
2677;12;21;1122;1212;1221
2682;1;8;7;4;5
2683;1;2;3;4;6
2685;4;4;0;6;7
2688;0;1;1;2;3
2690;3;1;6;4;0
2692;0;5;200;3375;40000
2693;1;1;6;15;120
2695;1345;775;929;1091;1233
2696;2440;3151;4000;4435;5403
2701;5;30;110;315;771
2702;1;2;4;5;7
2703;1;1;1;1;2
2705;1;1;3;12;60
2706;6;76;1000;13870;198626
2710;6047817;42736635;306913392;2046727035;22441401117
2712;1;1;2;3;6
2713;31;94;125;1094;5595
2717;1;3;21;119;697
2718;9;81;126;196;504
2719;18;34;50;66;72
2720;2;5;13;8;89
2723;1;1;2;0;2
2726;54;118;182;246;310
2728;17;137;154;291;2482
2729;2;3;3;4;9
2733;8;54;500;2058;13310
2735;35;429;9557;448665;40482339
2737;1;8;232;12160;929376
2739;101;10;10;101;111
2741;1;1;1;1;4
2744;326123;108170155;38265187051;1,45751E+13;5,67437E+15
2748;1;3;14;79;482
2749;1;4;7;8;12
2752;1;1;4;10;39
2754;0;0;1;2;6
2758;1;2;4;10;21
2761;1;2;2;3;1
2765;167;672;1515;2696;4215
2767;1;41;5993;1911281;1070544561
2768;6;12;15;18;24
2771;128;754;22228;424332;9519284
2772;0;0;0;3;30
2774;2;14;16;18;26
2775;1;10;44;133;319
2780;1;2;3;4;5
2782;1;25;362;3973;36646
2783;1;13;113;853;7333
2785;0;9;18;27;36
2787;1;1;2;10;29
2788;1;1;8;152;5664
2789;1;44;1892;81356;3498308
2792;84;336;420;924;1092
2797;9;5;9;1;6
2798;0;0;2;7;1
2800;1;1;1;2;2
2807;2;3;5;7;11
2809;1;1;1;1;4
2810;15;21;21;24;21
2813;0;1;0;0;0
2814;1;1;1;1;3
2816;1;5;11;25;45
2820;29;1;13;1;58
2822;1;4;19;91;427
2823;4;7;3;0;0
2824;1;1;1;1;1
2826;9;11;111;101;11111
2830;0;5;125;54773;109797321
2831;38;88;109;173;212
2832;6;5;5;7;3
2833;0;1;2;2;3
2836;1;2;3;4;6
2837;0;1;3;4;7
2841;0;0;0;2;7
2843;1;1;2;5;12
2844;1;1;6;88;5136
2845;83;673;1381;1499;2089
2848;7;13;19;31;37
2850;24;550;4044;17716;56080
2851;8;3;2;2;9
2852;2;6;30;182;1224
2853;37;146;327;580;905
2855;1;1;1;2;3
2856;0;0;1;3;12
2857;1;14;153;1570;15821
2858;2;4;8;12;25
2863;0;3;63;4475;1154119
2866;8;36;280;1844;9880
2867;1;3;8;18;37
2868;2;7;9;14;19
2870;1;-1;0;1;0
2871;1;1;1;1;1
2872;4;24;74;175;357
2875;2;7;13;19;85
2876;2;7;0;4;8
2877;0;0;0;1;2
2879;1;1;3;27;729
2886;1;28;36;96;120
2888;1;2;8;21;60
2892;0;1;16;33;64
2893;6;7;14;15;22
2895;1;1;1;1;1
2896;2;1;10;25;49
2902;1;1;1;1;1
2903;3;19;117;703;4221
2904;1;1;8;3;2
2906;4;46;478;944;0
2907;0;3;0;3;0
2908;1;7;50;2500;860000
2909;1679;1743;4980;4982;5314
2911;2;2;2;2;2
2914;1;3;24;232;2893
2918;2;3;2;5;15
2919;1;1;1;2;3
2921;1;1;1;1;3
2923;1;6;10;12;14
2928;1;2;3;4;5
2930;2;3;4;5;6
2931;1;1;4;7;34
2933;0;1;3;6;10
2934;3;9;11;17;23
2936;1;1;2;3;6
2937;1;4;1;4;2
2938;0;0;0;0;0
2939;4;6;7;8;9
2940;1;1;1;1;1
2942;1;2;6;36;360
2944;1;5;7;715;7293
2950;1;1;6;24;109
2951;1;-14;91;-364;987
2952;29;53;101;173;269
2955;1;2;3;11;12
2956;0;1;6;28;123
2959;0;0;0;0;1
2962;5;8;9;11;27
2963;1;54;1431;24804;316251
2964;176;846;4108;19930;96690
2965;48620;92378;92378;167960;167960
2966;1;4;8;16;33
2967;2;0;3;8;10
2969;1;10;79;580;4141
2970;8;7;6;5;4
2972;12;241;8293;218677;5674816
2973;3;9;15;45;45
2974;1;2;9;33;161
2980;14;168;2180;27160;336992
2981;2;3;8;22;77
2983;199;223;2333;44449;555557
2986;0;2;51;975;14699
2989;0;1;6;15;231
2991;1;-2;-32;16384;1073741824
2992;1;5;11;20;32
2994;0;1;2;4;11
2995;57;13905;1560161;193349025;24176619049
2996;0;0;0;1;1
2998;7;11;13;17;29
3000;21;70;119;153;168
3003;0;3;7;4;1
3004;21;31;43;49;93
3005;6;64;64;625;6436343
3008;9;55;513;6251;93313
3010;1;-107;59845;-6059823;5508149745
3011;8;3;5;1;9
3014;1;1;4;12;56
3016;2741256;4118877;6017193;6742008;9016488
3018;0;0;1;1;2
3021;0;0;0;2;40
3022;1;14;176;2084;26356
3023;1;2;12;44;56
3024;1;0;1;4;46
3025;1;7;8;23;31
3027;2;2;3;4;5
3028;1;2;5;17;71
3029;10;6;1;2;1
3031;0;1;18;126;520
3032;1;7;25;90;688
3033;2;5;11;61;619
3034;8;9;16;25;27
3037;0;0;4;24;48
3040;1;3;7;21;29
3042;0;36;1260;7452;25092
3043;1;21;266;2898;31899
3047;0;1;2;4;7
3048;1;9;162;3010;100035
3049;10;18;20;21;22
3053;2;232;647072;11510902912;7,30538E+14
3054;0;0;0;1;-10
3055;1;1;3;8;23
3057;136;244;2178;6514;58618
3060;1;3;4;8;6
3061;0;1;2;3;40
3062;3;-3;12;-21;55
3064;4;54;1250;9604;146410
3068;2;3;12;10;30
3069;0;0;0;1;2
3072;2;5;6;9;14
3073;1;2;5;3;9
3074;1;6;0;0;3
3075;1;4;17;72;306
3078;1;2;6;12;8
3079;1;1;13377;1620843;914646205
3080;1;5;25;65;625
3083;0;6;12;42;120
3084;2;3;5;11;19
3089;0;2;23;255;3260
3090;1;0;0;0;0
3092;11;23;103;1156;4727
3093;0;121;484;1089;1936
3094;0;1;2;3;4
3095;5;19;37;43;67
3100;3;7;12;31;42
3102;1;2;6;18;65
3105;25;36;225;256;576
3106;4;20;1278;1339;0
3107;1123564987;1123586479;1123869547;1124356789;1124378659
3108;5;71;137;181;269
3112;0;1;2;9;60
3114;0;0;1;0;1
3116;30;60;70;90;120
3123;1;1;1;1;1
3124;4;2;1313;96;5
3125;0;2;9;32;119
3126;1;0;0;1;0
3127;6;282;16260;1093050;79796556
3128;1;5;41;317;2321
3129;1;9;216;15444;3281472
3134;1;0;3;2;3
3135;0;1;14;181;2584
3137;1;1;4;37;621
3138;1;3;7;11;23
3141;1;1;1;1;3
3142;1;2;8;20;44
3143;1;0;1;-1;1
3145;1;160;27904;5116416;970496256
3146;16718;26378;31173;39336;46406
3147;1;2;3;4;8
3148;0;1;1;1;1
3151;1;5;29;176;1093
3152;3;5;23;7;5
3158;1;0;7;0;6
3160;6;210;7954;417190;23226996
3161;7;7;5;6;5
3162;0;1;2;4;4
3164;2;8;7;3;15
3165;1;2;4;11;34
3168;1;1;1;1;1
3170;1;-2;-18;1152;720000
3172;1;0;1;0;1
3173;0;5;21;613;52762
3175;1001;10011001;10100101;11000011;1,00011E+11
3176;1;2;3;4;5
3177;0;1;67108864;2,54187E+12;4,5036E+15
3178;1;4;12;24;33
3182;1;6;21;61;161
3185;7572;122232;2343348;44160240;825828828
3186;6;7;8;1;9
3190;19;21;22;45;52
3191;3;0;7;6;8
3192;23;1;14;1;46
3194;1;7;19;37;82
3195;2;5;7;11;13
3196;1;2;4;7;12
3203;1;1;1;1;1
3204;1;1;1;1;10
3205;43;463;673;883;1093
3207;0;0;0;0;1
3210;8;16;24;27;36
3211;3;4;7;8;11
3216;1;-1;5;0;-1
3217;1;31;347529;10773399;4104665019
3218;5;7;11;13;17
3219;15;21;33;57;185
3221;1;1;2;2;1
3225;0;1;1;2;3
3227;1;1;1;1;2
3230;1;3;9;30;114
3232;0;1;1;3;9
3235;1;12;109;984;8857
3240;1;1;3;9;34
3243;1;3;2;4;1
3244;2;2;1;4;4
3248;1;2;4;10;32
3253;1;2;4;9;15
3255;0;1;2;2;3
3256;1;30;495;5940;57915
3259;1;1;1;1;5
3260;1;2;4;6;12
3262;0;1;2;3;5
3263;1;0;5;1;1
3267;1;-1;2;0;-1
3268;4;10;10;20;40
3269;6;36;102;288;896
3270;1;3;0;7;1
3271;1;1;1;-1;-4
3273;84;140;224;308;364
3275;1;5;15;37;77
3277;2;12;1211;211211;21122112
3278;1;89;2000;80282;2735828
3279;1009;1019;1049;1061;1069
3281;0;0;0;0;0
3282;1;65;730;4097;15626
3283;5;10;17;20;34
3284;13;14;41;547;1135
3285;0;1;7;17;28
3286;6;4;3;8;4
3287;13841287201;2,81475E+14;5,96046E+16;2,38642E+18;3,99596E+19
3288;2;6;60;1239;112892
3289;4;4;4;7;9
3291;1;5;155;176855;2,65771E+11
3292;0;2;5;16;42
3294;1;2;7;21;91
3295;3;11;7;23;71
3300;26;1;1;4;3
3301;1;4;22;316;6976
3310;1;3;0;0;0
3312;3456;9101112;13141516;17181920;21222324
3315;1;4;5;-15;20
3317;1;1;2;2;2
3318;29;67;79;83;97
3320;8798;9834;0;0;0
3321;1;4;12;24;82
3322;1;7;7;8;8
3327;1;2;4;11;121
3329;5;144;4181;121393;3524578
3331;1;1;1;1;-1
3332;1;2;8;46;330
3333;2;2;3;4;6
3337;1;0;1;0;0
3338;1;3;2;0;3
3339;1;3;4;7;8
3340;0;2;5;11;18
3341;2;3;32;33;47
3345;1;26;1636;191336;35909776
3348;1;3;1;10;6
3349;3;3;3;6;7
3350;1;2;3;6;7
3352;1;10;56;231;782
3355;8;12;16;20;24
3356;28;784;1488;4846;14090
3358;1;6;6;21;42
3360;5;31;41;31;61
3361;1;2;3;8;9
3362;1;2;13;71;424
3363;0;2;5;39;87
3364;2;3;5;6;10
3365;1;1;7;31;273
3367;5;509;4397;42509;647417
3368;1;1384;217500;8019000;100368324
3370;1;2;3;5;4
3371;0;0;0;3;3
3373;1;0;1;0;-1
3374;5;30;51;55;76
3375;0;1;1;3;3
3379;0;1;3;4;8
3380;6;10;14;15;20
3382;1;2;1;3;4
3386;0;1;8;64;125
3390;11;11;101;10001;100000001
3392;13;20;60;93;113
3397;10;12;14;18;20
3398;1;14;78;284;807
3399;8;10;15;19;29
3401;1;1;1;1;21
3402;1;2;4;6;8
3404;223;359;383;449;503
3406;8;1;9;2;7
3410;37;43;53;57;58
3412;86;186;286;386;486
3413;2;0;30;840;2730
3414;1722776;3389380;4313727;5466169;14593770
3415;5;17;20;22;23
3417;1;90;5005;223740;8886735
3422;4;1;2;1;4
3423;1;2;9;60;530
3425;1;50;2450;120050;5882450
3427;3;5;743;59;312408461
3428;1;7;1;0;1
3430;1;2;4;2;4
3435;1;1;4;12;48
3437;7;6;5;5;5
3438;5;51;534;11114;125907
3440;1;1;4;26;218
3441;1;2;1;4;8
3443;1;2;3;4;8
3444;0;1;1;2;2
3448;1;4;11;18;31
3450;1;2;7;19;37
3451;79;571;653;1063;1637
3453;1;1;-1;1;-3
3454;1;1;1;1;2
3455;1;2;8;32;140
3456;13;79;15919;197837;3528871
3457;2;2;1;1;18
3458;6;7;11;12;20
3459;65;4225;130828;3658041;114928827
3461;1;1;2;1;4
3462;4;6;16;36;60
3465;0;1;4;6;9
3468;1;2;0;5;5
3469;2;3;4;5;6
3470;1;2;4;9;23
3471;1;0;0;4;-20
3473;1;2;1;4;5
3479;1;0;1;2;2
3483;1;5;25;105;405
3484;1;1;1;2;3
3490;25;35;45;60;80
3493;2;3;2;5;3
3495;2;3;3;4;8
3496;1;1;2;4;7
3499;0;-1;0;2;1
3500;12;25;51;103;207
3501;0;1;8192;1594323;67108864
3502;0;0;0;0;0
3503;5;25;55;125;275
3504;0;1;2;1;9
3506;1;3;9;26;71
3510;1;-4;34;-442;7654
3511;1;0;0;1;1
3512;1;1;3;9;30
3515;1;2;3;4;5
3516;1;3;23;255;3679
3520;315;1095;3705;12339;45585
3522;1;2;3;4;-5
3523;1;1;7;69;783
3530;1;1;10;220;7315
3532;1;4;5;0;-5
3533;1;2;5;8;17
3534;28;784;13052;151010;1421762
3537;1;1;3;14;90
3539;2;10;53;267;1335
3541;4;9;25;49;121
3542;1;2;6;21;79
3544;1;2;1;2;2
3547;2;59;2707;54525;808650
3548;1;2;4;5;7
3552;1;2;8;63;638
3554;1;-2;-2;5;5
3555;1;2;3;5;7
3556;1;2;3;4;5
3559;1;5;29;209;2309
3560;1;13;91;468;1989
3563;1;2024;252;576;734
3565;1;50;1584;41322;977960
3566;0;1;2;4;6
3567;1;2;3;4;5
3569;1;21;265;2733;25441
3572;1;4096;50625;234256;707281
3573;1;1;1;1;-17
3574;1;2;-503;-19656;-262063
3575;1;2;4;26;44
3576;47;111;175;239;303
3578;1;4;9;21;49
3579;1;32;-434;-107200;-1532084
3580;10;28050;12315600;2501070000;3,31387E+11
3581;1;1;1;2;1
3582;165;4455;57915;495495;3185325
3583;7;87;312;1287;10572
3585;0;1;2;3;4
3586;1;1;2;2;3
3587;1;27;702;18252;474552
3589;15;1280;258048;61915684608;5,56939E+13
3590;5;6;14;24;44
3594;2;8;20;152;994
3597;5;7;7;3;5
3598;1;2;8;44;298
3599;1;2;3;6;5
3604;1;-1;1;3;-4
3607;22;1;14;3;4
3612;1;3;4;13;22
3613;1;24;6384;2306904;964948464
3616;18;1;11;1;1
3620;1;2;5;11;23
3625;1;3;23;695;0
3628;0;610;1596;16500;97410
3629;1;3;1;5;2
3632;1;2;9;96;2498
3634;1;6;14;27;30
3635;1;1;1;2;0
3638;2;8;5;0;7
3640;2;3;3;4;8
3643;1;1;2;4;12
3645;0;1;2;3;4
3647;96;156;236;184;176
3648;1898;9325;22370;41033;65314
3649;1;3;10;17;70
3650;3;6;10;16;25
3652;2;10;42;50;170
3653;1;2;8;24;80
3655;1;1;1;1;4
3657;3;6;7;10;14
3660;1;2;3;4;5
3661;2;7;3;17;11
3662;61;661;6661;166667;666667
3669;4623;5378;7981;34953;46866
3672;1;2;-4;-88;4496
3673;0;6;18;40;76
3676;0;1;1056;88938;2099200
3678;1;0;0;-2;2
3684;1;1;2;6;34
3685;1;4;3;4;55
3687;1;0;1;1;109
3691;2;2;3;5;5
3692;0;1;1;2;4
3696;21;30;902406;959721;6040059046
3700;1;2;4;8;16
3702;1;2;3;4;5
3706;1;1;6;84;2312
3710;5,40739E+12;1,86678E+17;6,3139E+21;2,14143E+26;7,26117E+30
3713;1;7;19;37;153
3714;-1;1;-6;23;-90
3717;1;2;3;4;5
3720;3;2;6;1;3
3723;2707;2928;3476;3809;3866
3724;1;4;3;1;8
3725;1;30;870;25230;731670
3726;1;2;8;40;222
3728;3;81;5600;480236;41586328
3730;0;0;1;2;0
3731;1;20;400;5362;71852
3732;0;0;0;0;4
3733;1;19;220;2021;16246
3737;94889;98849;98999;99989;946949
3738;1;1;1;2;2
3740;1;-1;-1;-1;-1
3741;46;4947936213;5052063779;9742829100;3,27308E+25
3743;128;2916;9681;18408;32910
3744;1;3;5;15;25
3750;20;32;62;84;114
3752;0;2;-20;894;-76936
3756;0;1;0;0;0
3761;25;929;30599;971849;30954777
3766;3;18;146;1332;13089
3768;1;0;3;6;9
3769;869;59472;927564;9996371;81612367
3770;1;2;4;12;40
3773;4;20;97;510;2529
3775;362797056;6,42684E+13;1,77147E+16;7,17368E+17;1,1385E+19
3776;1;1;2;4;11
3777;0;2;3;5;6
3778;1;0;0;1;24
3781;1;6;8;9;17
3785;1;2;40;1192;87680
3786;1;15;125;875;5625
3787;1;5;26;97;265
3793;0;5;8;7;7
3794;1;7;97;1777;36427
3796;7;10;11;13;14
3799;6;8;15;19;30
3800;15;180;3900;29400;442860
3801;11;13;19;22;23
3802;7;64;29;643;135
3804;1;2;5;12;23
3805;1;3;7;5;11
3807;7;47;337;2399;16787
3808;1;2;3;5;8
3809;3;6;12;19;37
3810;1;2;3;5;6
3811;309;792;1627;3024;5313
3812;5;19;29;59;79
3814;11;47;167;347;467
3815;1;2;4;6;8
3816;3;4;5;9;10
3817;2;3;5;7;0
3819;1;4;14;54;197
3820;2;4;5;6;8
3822;0;1;2;7;18
3823;1;2;1;4;2
3826;1;4;7;10;13
3827;59;139;233;337;439
3828;0;0;6;36840;2461011960
3830;1;36;1294;46440;1664076
3838;1;2;3;5;6
3839;1;5;12;25;32
3840;1;8;46;234;1126
3842;1;0;2;0;1
3843;1;3;6;9;13
3844;1;4;112;144;23400
3850;1;21;231;1792;11067
3851;1;12;132;1452;15972
3852;1;2;6;10;19
3854;29;842;421;12210;6105
3857;3;10;5;13;5
3858;4;4;4;0;5
3860;1;1;1;0;1
3862;1;-1;1;-1;1
3863;0;4;10;29;84
3864;1;1;2;3;4
3865;0;1;4;4;16
3866;1;1;1;1;1
3870;105;1622;11960;63740;272548
3876;1;5;10;10;5
3877;2;15;7;101;22
3878;103;421;739;1163;1481
3879;189400;11364568;729589784;48253100168;3,22229E+12
3880;1023456;1023457;1023458;1023459;1023465
3881;61;3721;130165;5174065;201211481
3882;1;3;6;14;24
3884;1;2;4;5;8
3891;1;2;96;86016;1321205760
3892;1;3;2;7;0
3896;1;1;2;1;3
3897;1;1;2;6;18
3898;1;5;4;11;7
3899;13;322;4057;43050;428617
3901;0;1;512;19683;1953125
3902;1;1;1;1;1
3907;0;0;0;0;0
3908;1;2;4;3;7
3909;1;0;9;2;3
3912;13;12;11;10;23
3913;1;32;142;-51904;-2036660
3914;3;7;31;37;97
3917;2;3;5;15;47
3918;1;1;3;5;17
3919;5;114;4140;502658;99827160
3925;10;212;2530;22640;169906
3926;0;7;42;129;292
3932;1;3;17;577;665857
3933;50881;62033;67609;78761;95489
3935;0;0;0;0;1
3938;0;0;1;0;3
3940;4;2;1;-4;-2
3944;3;22;157;1100;7703
3945;67;88;442;567;2213
3946;1;1;1;2;1
3947;1596;2775;3486;3828;4278
3948;2;6;6;5;10
3953;3;2;6;2;2
3954;1;9;56;281;1900
3956;2;0;0;1;5
3958;3;1;7;13;35
3961;1;9;51;265;864
3962;1;1;1;3;5
3963;0;4;8;11;15
3966;0;0;5328;49776;177040
3969;1;2;9;26;0
3972;1;0;1;0;1
3975;28;388;3988;39988;399988
3978;1;-1;2;-4;1
3984;2;9;34;982;11284
3987;3541;9,04807E+11;9,9005E+19;9,99E+27;9,999E+35
